associated_gene	Sample	cyclo_count	noncyclo_count	Cyclo_TPM	Noncyclo_TPM	total_cyclo	total_noncyclo	H0_cyclo_count	H1_cyclo_count	H2_cyclo_count	H0_noncyclo_count	H1_noncyclo_count	H2_noncyclo_count	Cyclo_TPM_Rank	Noncyclo_TPM_Rank	Cyclo_TPM_Median	Noncyclo_TPM_Median	Cyclo_TPM_Mean	Noncyclo_TPM_Mean	NoncycloHaplotypeDifference	test_statistic	z_score_of_test_stat	rank_top_99_9_percentile	rank_top_99_5_percentile	rank_top_99_percentile	rank_top_98_percentile	rank_top_95_percentile	Phenotypes
novelGene_SRSF6_AS	Patient2	0	9	0.0	8294.930875576038	0	1085	0	0	0	2	4	3	16.0	8.0	0.0	4385.964912280701	0.0	5697.974598404766	0.14285714285714285	0.0	0.0						
novelGene_SRSF6_AS	Patient20	0	13	0.0	7479.861910241657	0	1738	0	0	0	5	4	4	16.0	10.0	0.0	4385.964912280701	0.0	5697.974598404766	0.0	0.0	0.0						
novelGene_SRSF6_AS	Patient21	0	8	0.0	6024.096385542169	0	1328	0	0	0	0	4	4	16.0	12.0	0.0	4385.964912280701	0.0	5697.974598404766	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	
novelGene_SRSF6_AS	Patient22	0	6	0.0	2849.002849002849	0	2106	0	0	0	1	2	3	16.0	23.0	0.0	4385.964912280701	0.0	5697.974598404766	-0.2	0.0	0.0						
novelGene_SRSF6_AS	Patient23	0	14	0.0	12079.378774805868	0	1159	0	0	0	5	4	5	16.0	3.0	0.0	4385.964912280701	0.0	5697.974598404766	-0.1111111111111111	0.0	0.0						
novelGene_SRSF6_AS	Patient24	0	11	0.0	6622.516556291391	0	1661	0	0	0	4	5	2	16.0	11.0	0.0	4385.964912280701	0.0	5697.974598404766	0.42857142857142855	0.0	0.0	1.0	1.0	1.0	1.0	1.0	
novelGene_SRSF6_AS	Patient25	0	6	0.0	3083.247687564234	0	1946	0	0	0	4	1	1	16.0	22.0	0.0	4385.964912280701	0.0	5697.974598404766	0.0	0.0	0.0						
novelGene_SRSF6_AS	Patient26	0	26	0.0	17699.115044247785	0	1469	0	0	0	9	8	9	16.0	1.0	0.0	4385.964912280701	0.0	5697.974598404766	-0.058823529411764705	0.6213069962117447	0.9996579564412967	1.0	1.0	1.0	1.0	1.0	
novelGene_SRSF6_AS	Patient27	0	11	0.0	7644.197359277276	0	1439	0	0	0	4	2	5	16.0	9.0	0.0	4385.964912280701	0.0	5697.974598404766	-0.42857142857142855	0.0	0.0						
novelGene_SRSF6_AS	Patient28	0	5	0.0	4159.733777038269	0	1202	0	0	0	0	0	5	16.0	18.0	0.0	4385.964912280701	0.0	5697.974598404766	-1.0	0.0	0.0						
novelGene_SRSF6_AS	Patient29	0	8	0.0	4308.023694130317	0	1857	0	0	0	5	0	3	16.0	17.0	0.0	4385.964912280701	0.0	5697.974598404766	-1.0	0.0	0.0						
novelGene_SRSF6_AS	Patient3	0	7	0.0	3467.0629024269438	0	2019	0	0	0	3	1	3	16.0	21.0	0.0	4385.964912280701	0.0	5697.974598404766	-0.5	0.0	0.0	1.0	1.0	1.0	1.0	1.0	
novelGene_SRSF6_AS	Patient30	0	21	0.0	11615.044247787611	0	1808	0	0	0	9	6	6	16.0	4.0	0.0	4385.964912280701	0.0	5697.974598404766	0.0	0.0	0.0						
novelGene_SRSF6_AS	Patient31	0	18	0.0	9687.83638320775	0	1858	0	0	0	3	9	6	16.0	6.0	0.0	4385.964912280701	0.0	5697.974598404766	0.2	2.0103810896810193	3.2346222785713508	1.0	1.0	1.0	1.0	1.0	
novelGene_SRSF6_AS	Patient4	0	6	0.0	4137.931034482759	0	1450	0	0	0	4	1	1	16.0	19.0	0.0	4385.964912280701	0.0	5697.974598404766	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	
novelGene_SRSF6_AS	Patient5	0	7	0.0	4385.964912280701	0	1596	0	0	0	2	3	2	16.0	16.0	0.0	4385.964912280701	0.0	5697.974598404766	0.2	0.0	0.0						
novelGene_SRSF6_AS	Patient6	0	2	0.0	1248.4394506866417	0	1602	0	0	0	1	0	1	16.0	27.0	0.0	4385.964912280701	0.0	5697.974598404766	-1.0	0.0	0.0						
novelGene_SRSF6_AS	Patient7	0	3	0.0	1738.1228273464658	0	1726	0	0	0	3	0	0	16.0	26.0	0.0	4385.964912280701	0.0	5697.974598404766		0.0	0.0						
novelGene_SRSF6_AS	Patient8	0	6	0.0	4415.0110375275935	0	1359	0	0	0	3	2	1	16.0	14.0	0.0	4385.964912280701	0.0	5697.974598404766	0.3333333333333333	0.0	0.0						
novelGene_SRSF6_AS	Patient9	0	2	0.0	1161.4401858304298	0	1722	0	0	0	1	0	1	16.0	28.0	0.0	4385.964912280701	0.0	5697.974598404766	-1.0	0.0	0.0						
